node_1,node_2,edge
Airfoil,Wing,An airfoil is used on a wing
Airfoil,Genetic Algorithm,Used to optimize the shape of an airfoil
Airfoil,XFOIL,XFOIL is a software tool used for analyzing airfoils
Airfoil,BezierGA,BezierGA also produces airfoils
Airfoil,Design variables,Design variables used by ProfoilGA control velocity distribution directly
Airfoil,PARSEC,Airfoils can be reconstructed using tools like PARSEC for verification.
Airfoil,variable-density wind tunnel,The airfoil was tested in a variable-density wind tunnel
Airfoil,Midspan Section,An airfoil has a midspan section
Airfoil,Camber (te),An airfoil has camber	 which is represented by 'te'.
Airfoil,parameterization,Airfoils can be parameterized
Airfoil,Lift-to-drag ratio,The lift-to-drag ratio of the airfoil is chosen as the optimization objective
Airfoil,optimization process,The optimization process aims to find the best shape or parameters of an airfoil to maximize lift and minimize drag.
Airfoil,NACA 0010-35,The NACA 0010-35 is a specific type of airfoil
Airfoil,Pressure distribution,Airfoil shape influences pressure distribution over its surface	 which in turn affects lift and drag.
Airfoil,stall,The airfoil exhibits unsatisfactory stall due to strong outflow resulting in severe tip stall
Airfoil,wing,An airfoil is a cross-section shape of a wing.
Airfoil,geometry,An airfoil has a specific geometry
Airfoil,Geometry,Airfoil has geometry that can change.
Airfoil,LSTM Network,Airfoils can be analyzed using LSTM Networks
Airfoil,Computational Fluid Dynamics (CFD),Airfoil analysis often involves computational fluid dynamics to simulate and analyze aerodynamic performance.
Airfoil,inverse design,Airfoils can be designed using inverse methods	 where desired pressure distribution is specified and airfoil shape is determined accordingly.
Airfoil,Mean Line,An airfoil has a mean line that defines its shape.
Airfoil,NACA 65(215)-214,The specific airfoil used in the example	 obtained by combining thickness and camber.
Airfoil,Maximum lift coefficient,The maximum lift coefficient is a key performance parameter of an airfoil
Airfoil,Chord length,An airfoil's chord length is a key parameter in its design and analysis.
Airfoil,Washout,A small amount of aerodynamic washout is useful in avoiding tip stalling and may not significantly increase induced drag for low degrees.
Airfoil,trailing edge,The trailing edge is another boundary of the airfoil
Airfoil,NACA66(215)-(1.8),The NACA66(215)-(1.8) is a type of airfoil used in aircraft wings.
Airfoil,NACA 63	4-020,NACA 63	4-020 is a specific airfoil design
Airfoil,NACA 0006,NACA 0006 is a type of airfoil
Airfoil,Lift coefficient (C_l),An airfoil generates lift when moving through the air	 quantified by its lift coefficient (C_l).
Airfoil,performance,Airfoils have performance characteristics such as lift and drag.
Airfoil,Reynolds Number (Re),Airfoil performance is affected by the Reynolds number	 which is a function of airspeed and chord length.
Computational Fluid Dynamics (CFD),High-lift design,Recently	 computational fluid dynamics has been incorporated in high-lift design.
X/C,Lower Surface,The lower surface has a chord distribution (X/C).
grid topology,geometry,To establish a grid topology for any geometry	 it is essential to examine each component separately
Manufacturability,Airfoil Shape,The shape and thickness of an airfoil can affect its manufacturability.
Manufacturability,Camber shape,The manufacturability of an airfoil can be influenced by its camber shape.
Manufacturability,NACA RM No. L7I22,The manufacturability of an airfoil can be influenced by its thickness ratio	 camber line location	 and maximum camber
Manufacturability,Airfoil sections,The manufacturability of airfoil sections is a consideration in their design and development
Manufacturability,Airfoil coordinates,The airfoil coordinates can impact manufacturability. Complex shapes may require more advanced manufacturing techniques or result in higher costs.
optimizer,design space,The optimizer searches within the design space.
Lift coefficient (Cl),Angle of attack (Î±),The lift coefficient varies with the angle of attack.
Lift coefficient (Cl),Airfoil section characteristics,Airfoil section characteristics include lift coefficient which varies with changes in Reynolds Number
Lift coefficient (Cl),Angle of attack,The angle of attack determines the lift coefficient (Cl) for an infinite aspect ratio.
Lift coefficient (Cl),Upper surface,The lift coefficient at the upper surface is given as Cl = 0.5
NURBS,Camber distribution,Can bypass camber and thickness distributions to control wing-section directly
Drag Coefficient,Angle of Attack (AOA),Increase in AOA leads to increase in drag coefficient
Drag Coefficient,Iterations,The drag coefficient takes longer to converge than the lift coefficient	 overshooting initially but slowly decreasing to stay within 1% of the target value by the end of the design.
Drag Coefficient,Aerodynamic Characteristics,The drag coefficient provides a means to measure an airfoil's aerodynamic characteristics.
parameterization,optimization process,Parameterization can optimize airfoil design	 but this process is time-consuming
airfoil thickness ratio,drag coefficient,Excessive drag coefficient limits the maximum airfoil thickness ratio to values less than about 0.20
NACA 0010 - 1.10 40/1.051,maximum thickness,The third and fourth digits in NACA 0010 - 1.10 40/1.051 indicate maximum thickness
Boundary layer,Turbulence,The boundary layer on an airfoil is largely turbulent due to high values of the Reynolds number	 which affects the transition boundary layer.
Boundary layer,NACA 653-418 airfoil,The performance of this airfoil may be affected by the presence of the boundary layer	 causing some discrepancy between experimental and theoretical results.
Basic Thickness Form,NACA 65-012,NACA 65-012 follows the Basic Thickness Form
XFOIL,airfoil geometry,Airfoil geometry is analyzed with XFOIL to converge
NACA 23012,airfoil section,The NACA 23012 is a type of airfoil section
Airfoil Data,NACA 65-012,NACA 65-012 is a type of airfoil data
LSTM unit,inputs,An LSTM unit receives inputs.
Camber distribution,NACA 4-digit family,The camber distribution is treated separately in the NACA 4-digit family.
pressure drag,sweep angle,An increase in sweep angle increases pressure drag on the airfoil.
Effective Reynolds Number,Turbulence,The correction for turbulence is made by use of the concept of an effective Reynolds Number.
Effective Reynolds Number,NACA 4409,NACA 4409's performance is affected by the effective Reynolds number	 used in the correction increment calculation
Airfoil performance,Angle of attack (AOA),Airfoil performance is influenced by angle of attack
Airfoil performance,Airfoil camber,Camber is another variable related to the shape of the airfoil that impacts its performance
Airfoil performance,Split flap,The presence and deflection of the split flap affects the airfoil's lift	 drag	 and manufacturability
Airfoil performance,Pitot tube calibration,Accurate pitot tube calibration is crucial for measuring airfoil performance.
Airfoil performance,Critical Mach number,The critical Mach number is a crucial parameter in airfoil performance	 especially for transonic flows.
Airfoil performance,Lift,The performance of an airfoil includes its lift coefficient
Critical Mach number,NACA 6-series,...and critical Mach number characteristics.
Critical Mach number,NACA 0006,The critical Mach number varies with the low-speed section lift coefficient for NACA 0006 airfoil.
pressure response,trailing edge,Conversely	 the trailing edge value of the pressure response for each surface was independently extrapolated...
Flow variables,Instantaneous value,Flow variables include the instantaneous value of a point x at time t (/Ã°x; tÃ).
NACA 0006,NACA series,The NACA series includes specific airfoils like NACA 0006.
NACA-0012-64,Flow,Experiences detachment at x/C = 0.08 and separated shear layer transition via KelvinâHelmholtz mechanism occurs at x/C = 0.29 with fully developed turbulent flow around x/C = 0.80
drag coefficient,Reynolds number,The value of drag coefficient in the low-drag range for smooth airfoils is mainly a function of Reynolds number.
Airfoil thickness distribution,NACA RM No. L7I22,The NACA RM No. L7I22 has a basic thickness distribution as shown in Figure 8
NACA 4409,Camber line,NACA 4409 has a specific camber line shape that contributes to its performance
Lower Surface,Pressure,The absolute values of pressure fluctuation on the lower surface were largest near the leading and trailing edges.
Lower Surface,NACA 65-012,NACA 65-012 has a lower surface with thickness distribution
Thickness form,Mean line,Thickness form and mean line are combined to create an airfoil
drag reduction,Reynolds number,Data shows large reductions in drag with increasing Reynolds number for many airfoils
lift-curve peaks,stalling,Stalling is progressive as indicated by rounded lift-curve peaks in figure 32
NACA series,Camber line,The NACA series defines airfoils with different camber lines.
Upper surface,NACA 65(215)-214,The airfoil NACA 65(215)-214 has an upper surface
Normal force,Pressure distribution,The normal force on an airfoil is generated by the difference in pressure between its upper and lower surfaces due to the shape of the airfoil (camber).
NACA RM No. L7I22,Camber line,The NACA RM No. L7I22 has a specified camber line	 with key points at various fractions of the chord length.
NACA RM No. L7I22,Thickness ratio (t/c),The thickness ratio of the NACA RM No. L7I22 is 0.16
Angle of Attack (AOA),Suction,Suction enhances lift and reduces drag at lower AOAs	 and improves aerodynamic performance and delays stalling at higher AOAs.
Section lift coefficient,Angle of attack,The angle of attack required to maintain a constant section lift coefficient
Lift-curve slope,Airfoil camber,Variations in airfoil camber appear to have a systematic effect on values of lift-coefficient curve slope.
NACA 0010-35,airfoil section,NACA 0010-35 is an airfoil section with given stations and ordinates in percent of airfoil chord.
NACA 0010-35,Lift,The NACA 0010-35 has specific aerodynamic characteristics	 including lift
Airfoil sections,Maximum lift coefficient,The investigation produced airfoil sections with higher maximum lift coefficients.
Airfoil sections,Lift,The performance of airfoil sections is characterized by lift
Reynolds number,NACA 65-420 airfoil,The drag coefficient of the NACA 65-420 airfoil remained substantially constant up to a Reynolds number of nearly 40 x 10^6.
Reynolds number,NACA 653-418 airfoil,The drag coefficient for the NACA 653-418 airfoil decreases with increasing Reynolds number.
Reynolds number,Low-drag range,An increase in Reynolds number reduces the extent of the low-drag range
Reynolds number,Maximum lift coefficient,The Reynolds number affects the maximum lift coefficient of airplanes	 with service conditions leading to a lower coefficient than model tests at the same Reynolds number.
Reynolds number,Angle of attack,A low-speed wind tunnel analysis was carried out on a 2D airfoil model in the range from 0Â° to 35Â° angle of attack at different Reynolds numbers
Reynolds number,Navier Stokes equations,The governing equations for the present simulations are the three-dimensional incompressible Navier-Stokes equations and continuity equation in non-dimensional form	 where Re Â¼ U0C=m is the Reynolds number based on the airfoil chord length C.
Reynolds number,Mach number,The Reynolds number varied with Mach number during the tests
Reynolds number,Chord length,The Reynolds number at which the rapid change in the lift coefficient took place was only about one-third that at Lynn	 due to the shorter chord length used at Edgewood
Reynolds number,Scale effect,Scale effect is influenced by changes in Reynolds number
Reynolds number,Airfoil section characteristics,Variations in Reynolds number affect airfoil section characteristics
Reynolds number,stalling,it appears from these scale-effect data that	 for commonly used airfoils at a high Reynolds number	 the forward separation usually wins
Reynolds number,Drag coefficient,The drag coefficient at flight values of Reynolds number may be lower than that at a high Reynolds number if roughness is confined to the leading edge.
Reynolds number,airfoil section,Measurements were taken at Reynolds numbers of 3.6 x 10^5	 6.0 x 10^5	 and 9.0 x 10^5.
Reynolds number,transition,Reynolds number affects the transition point on an airfoil
Lift-to-drag ratio,MIGA-based NLPQL,Improved lift-to-drag ratio by 62.32%
value,thickness,Thickness has a value	 e.g.	 NACA 632-615 with thickness of 0.14
value,lift,Lift has a value	 e.g.	 NACA 66	1-212 with lift of 0.8
NACA 653-418 airfoil,Drag coefficient,The drag coefficient for the NACA 653-418 airfoil at low Reynolds numbers is substantiallly higher than that of the NACA 0012.
Chord length,Flap,The flap has a chord length of 80 percent
Mean Line,Airfoil Shape,The mean line shape defines the overall airfoil shape
lb,Lift,Lift force is measured in pounds-force (lb)
maximum thickness,NACA TN 3797,The NACA TN 3797 airfoil has a maximum thickness of 0.16 at the leading edge (x/c = 0)
maximum thickness,thickness,Thickness has a point where it is maximum
maximum thickness,airfoil section,Maximum thickness is another parameter used to define an airfoil section
shock wave,Mach number,The presence and characteristics of the shock wave depend on Mach number
Tip,NACA66(215)-(1.8),The NACA66(215)-(1.8) airfoil is located at the tip of an aircraft wing.
Airfoil Optimization,Genetic Algorithm,A genetic algorithm is used to optimize the aerodynamic shape of airfoils in one of the studies mentioned.
Flap deflection,Maximum lift coefficient,Increasing flap deflection increases the maximum lift coefficient	 but this effect is greater for thicker airfoil sections.
Flap deflection,Design variables,Flap deflection is one of the design variables that can be modified by optimization
NACA 65-420 airfoil,Drag coefficient,The drag coefficient generally decreases with increasing Reynolds number up to Reynolds numbers of the order of 20 x 10^6	 after which it remains substantially constant.
NACA 65-420 airfoil,Low-drag range,The extent of the low-drag range of NACA 65-420 airfoil is reduced at high Reynolds numbers.
Slotted Clark Y,Maximum lift coefficient,The Slotted Clark Y was designed to have the highest value of maximum lift coefficient
Turbulence,Skin friction,Increases skin friction drag coefficient about six times without suction
transition,separation,measurements detect transition and separation near leading edge
transition,Reynolds numbers,Transition is prescribed to occur at the beginning of the steep pressure rise for different Reynolds numbers. At low Reynolds numbers	 laminar flow can overcome certain pressure rise.
Split flap,NACA 23021,The NACA 23021 airfoil has a split flap which can be deflected
station,airfoil section,Thirteen stations were chosen as a minimum number factory for determining the pressure distribution curves on the airfoil section.
drag coefficients,model,It was not considered before the tests to represent the airplane with sufficient accuracy and detail to give reliable drag results. Therefore too much emphasis should not be given to the good agreement of drag coefficients obtained in flight and in the tunnel
NACA,airfoil section,NACA is a type of airfoil section
Experimental study,Angle of attack,The experimental study included angles of attack sufficient to include the onset of buffet.
Experimental study,Reynolds numbers,The experimental study was performed at Reynolds numbers (based on airfoil chord) from 1 million to 14 million.
Suction,Drag coefficient,Decreases the drag coefficient	 resulting in a decrease in drag
Suction,Pressure,Suction can reduce pressure over the surface of an airfoil.
Lift,Angle of attack,Increasing angle of attack increases lift up to a certain point	 then causes stall.
accuracy,model,The model is accurate in predicting as shown in Figure 3.
Lift coefficient (C_l),Camber line,The camber line affects the lift coefficient	 with higher camber resulting in higher C_l
Airfoil Shape,Aerodynamic performance,Directly impacts drag	 lift	 and other aerodynamic characteristics
Design variables,BezierGA,BezierGA uses ten design variables compared to ProfoilGA's five
lift,wing,The wing produces lift.
BezierGA,design space,The design space of BezierGA is expected to be nonlinear due to its direct-design methods
dynamic pressure,Mach number,Dynamic pressure had increased by a factor of about 1.7	 so these large amplitudes correspond to a doubling of fluctuating pressure coefficient between the two Mach numbers
Angle of attack (Î±),Pressure distribution,Increasing Î± affects pressure distribution along the airfoil.
Low-drag range,NACA ACR No. L5C05,Airfoil NACA ACR No. L5C05 has a low-drag range that decreases with increasing Reynolds number.
Navier Stokes equations,Pressure,In the Navier-Stokes equations p is the pressure.
Mach number,airfoil characteristics,Mach number influences the characteristics of an airfoil	 but its tests are not available in this context.
Mach number,Angle of attack,Mach numbers varied concurrently with angles of attack
Mach number,lift-curve slope,The variations with Mach number of lift-curve slope were affected by changes in camber
Mach number,Drag coefficient,Has relatively minor effect on drag coefficient
Mach number,airfoil section,The airfoil sections can experience free-stream Mach numbers from low subsonic to transonic values.
Mach number,Reynolds number (Re),A free stream Mach number of Ma = 0.8 and Reynolds number Re = 106 are used together.
airfoil geometry,airfoil characteristics,It is advisable to relate airfoil characteristics to pressure distribution rather than directly to airfoil geometry.
NACA 653-118 airfoil,split flap,Comparison between measured values of the increments in lift coefficients due to flap deflection and predicted values from two-dimensional data is shown for both double slotted flap and split flap.
Angle of attack,Moment coefficient,The moment coefficient is generally reduced by increase in speed at a constant angle of attack.
Angle of attack,Pressure distribution,Experimental and theoretical pressure-distribution diagrams for the K. A. C. A. 4412 airfoil are shown at various angles of attack
Angle of attack,Camber line,The camber line affects the airfoil's performance at different angles of attack.
Angle of attack,Drag coefficient,The drag coefficient varies with the angle of attack
Angle of attack,Aerodynamic characteristics,At angles of attack between 4Â° and 8Â°	 the aerodynamic characteristics are strongly influenced.
transition location,Reynolds number (Re),The transition location along the chord line is influenced by the Reynolds number	 affecting boundary layer behavior and drag.
airfoil section,NACA ACR No. L5C05,NACA ACR No. L5C05 is a specific type of airfoil section.
airfoil section,thickness,Airfoil sections can have varying thicknesses.
airfoil section,standard roughness,Airfoil sections may have standard roughness values assigned for computational simulations.
Geometry,Pressure,Geometry is affected by pressure
Geometry,Pressure distribution,The deep learning models were trained to recognize the correlation between pressure distribution and corresponding geometry.
Root,NACA66(215)-(1.8),The NACA66(215)-(1.8) airfoil is the root section of an aircraft wing.
airplane,lift characteristics,The airplane's lift characteristics were improved
NACA 63	4-420 airfoil,Drag coefficient (C_d),The drag coefficient is another important performance parameter of the NACA 63	4-420 airfoil.
NACA TN 3797,thickness,The thickness distribution of NACA TN 3797 is shown with a maximum thickness of 0.16 at x/c = 0
Pressure,Navier-Stokes equations,The Navier-Stokes equations involve pressure as one of its parameters.
Low drag,NACA CYE airfoil section,Has low drag compared to other sections
lift characteristics,surface condition,The effects of surface condition on the lift and drag characteristics are as large as the effects of the airfoil shape
Drag coefficient,Moment coefficient,Both coefficients are plotted in Figs. 2 and 3
airfoil sections,thickness,Airfoil sections have various thicknesses in their design.
